Location,Household Type,TimeFrame,DataFormat,Data,Fips
Jamaica/St. Albans,Families,2017,Dollars,89216.18204,412
The Rockaways,Families without Children,2017,Dollars,89204.19046,414
Howard Beach,All Households,2017,Dollars,88607.0096,410
East Flatbush,Families without Children,2017,Dollars,88515.87357,317
Sunnyside/Woodside,Families without Children,2017,Dollars,88139.33785,402
Queens,Families,2017,Dollars,87847.94237,36081
Throgs Neck,Families,2017,Dollars,87747.21306,210
Brooklyn,Families without Children,2017,Dollars,86257.85839,36047
Ridgewood/Glendale,All Households,2017,Dollars,85420.84587,405
Sunnyside/Woodside,Families,2017,Dollars,85366.88375,402
Woodhaven,Families with Children,2017,Dollars,85029.92024,409
Bayside,All Households,2017,Dollars,84126.95401,411
Woodhaven,All Households,2017,Dollars,83840.35516,409
Borough Park,Families without Children,2017,Dollars,83283.94569,312
Fresh Meadows/Briarwood,Families,2017,Dollars,82523.67929,408
Bay Ridge,All Households,2017,Dollars,82356.99628,310
Jackson Heights,Families without Children,2017,Dollars,82279.05099,403
Astoria,Families,2017,Dollars,82141.14778,401
New York City,Families,2017,Dollars,81966.07067,3651000
Bensonhurst,Families without Children,2017,Dollars,81605.124,311
Williamsbridge,Families,2017,Dollars,81589.53494,212
St. George,Families with Children,2017,Dollars,81539.17029,501
The Rockaways,Families,2017,Dollars,81497.19975,414
Sunnyside/Woodside,All Households,2017,Dollars,80774.10727,402
Flatbush/Midwood,Families without Children,2017,Dollars,80660.18722,314
Riverdale,Families,2017,Dollars,80206.90536,208
Sunnyside/Woodside,Families with Children,2017,Dollars,79681.674,402
Astoria,All Households,2017,Dollars,79602.52956,401
Crown Heights North,Families,2017,Dollars,79348.30798,308
Flatbush/Midwood,Families,2017,Dollars,79124.06538,314
Brooklyn,Families,2017,Dollars,78759.52124,36047
Pelham Parkway,Families without Children,2017,Dollars,77820.58024,211
Queens,All Households,2017,Dollars,77356.50597,36081
Flatbush/Midwood,Families with Children,2017,Dollars,77117.87345,314
Crown Heights South,Families without Children,2017,Dollars,77053.1189,309
Queens,Families with Children,2017,Dollars,76766.52006,36081
Fresh Meadows/Briarwood,All Households,2017,Dollars,76752.13015,408
Elmhurst/Corona,Families without Children,2017,Dollars,75676.48512,404
Central Harlem,Families without Children,2017,Dollars,75430.65766,110
St. George,All Households,2017,Dollars,75391.08543,501
Astoria,Families with Children,2017,Dollars,74566.06449,401
Williamsburg/Greenpoint,Families,2017,Dollars,74257.88079,301
Bedford Stuyvesant,Families without Children,2017,Dollars,74247.08836,303
Jamaica/St. Albans,All Households,2017,Dollars,73952.09542,412
East Flatbush,Families,2017,Dollars,73768.62418,317
Bensonhurst,Families,2017,Dollars,73682.28478,311
Washington Heights,Families without Children,2017,Dollars,73559.97063,112
Sheepshead Bay,All Households,2017,Dollars,73477.22871,315
Manhattanville,Families without Children,2017,Dollars,73402.88088,109
Washington Heights,Families,2017,Dollars,73250.58778,112
New York City,All Households,2017,Dollars,73003.56116,3651000
Bay Ridge,Families with Children,2017,Dollars,72912.42512,310
Flushing,Families without Children,2017,Dollars,72694.1783,407
Washington Heights,Families with Children,2017,Dollars,72670.19514,112
Crown Heights South,Families,2017,Dollars,72449.55,309
Crown Heights North,All Households,2017,Dollars,72077.81091,308
Flushing,Families,2017,Dollars,71770.82637,407
Fresh Meadows/Briarwood,Families with Children,2017,Dollars,71466.24015,408
Throgs Neck,All Households,2017,Dollars,71376.30328,210
Williamsbridge,Families with Children,2017,Dollars,70841.47865,212
The Rockaways,Families with Children,2017,Dollars,70758.73673,414
Williamsbridge,All Households,2017,Dollars,70478.13368,212
Throgs Neck,Families with Children,2017,Dollars,70275.47591,210
Flushing,Families with Children,2017,Dollars,70240.70032,407
Jackson Heights,Families,2017,Dollars,70180.74241,403
Unionport/Soundview,Families without Children,2017,Dollars,69985.27959,209
New York City,Families with Children,2017,Dollars,69326.94166,3651000
Brooklyn,Families with Children,2017,Dollars,69113.49147,36047
Howard Beach,Families with Children,2017,Dollars,68566.67527,410
Brooklyn,All Households,2017,Dollars,68282.47473,36047
Pelham Parkway,Families,2017,Dollars,68280.07642,211
Sunset Park,All Households,2017,Dollars,68096.60519,307
East New York,Families without Children,2017,Dollars,68077.41866,305
Jackson Heights,All Households,2017,Dollars,67873.56174,403
Flatbush/Midwood,All Households,2017,Dollars,67871.16342,314
Washington Heights,All Households,2017,Dollars,67610.94606,112
Bedford Stuyvesant,Families,2017,Dollars,67335.13964,303
Sunset Park,Families without Children,2017,Dollars,67126.48608,307
Bensonhurst,Families with Children,2017,Dollars,66498.12712,311
Crown Heights North,Families with Children,2017,Dollars,66394.9995,308
Jamaica/St. Albans,Families with Children,2017,Dollars,66332.64326,412
Sunset Park,Families,2017,Dollars,66259.4946,307
Bronx,Families without Children,2017,Dollars,65207.83273,36005
The Rockaways,All Households,2017,Dollars,64768.94077,414
Riverdale,All Households,2017,Dollars,64737.76265,208
Bensonhurst,All Households,2017,Dollars,64146.57759,311
Elmhurst/Corona,Families,2017,Dollars,62626.0448,404
Manhattanville,Families,2017,Dollars,62592.46837,109
Elmhurst/Corona,All Households,2017,Dollars,62346.64091,404
Bedford Stuyvesant,All Households,2017,Dollars,62244.71244,303
Sunset Park,Families with Children,2017,Dollars,62118.80082,307
Jackson Heights,Families with Children,2017,Dollars,62013.27489,403
Central Harlem,Families,2017,Dollars,61869.37589,110
Flushing,All Households,2017,Dollars,61497.6368,407
Crown Heights South,All Households,2017,Dollars,61243.41522,309
Riverdale,Families with Children,2017,Dollars,60920.84163,208
Williamsburg/Greenpoint,Families with Children,2017,Dollars,60785.33674,301
Bushwick,All Households,2017,Dollars,60744.56536,304
Borough Park,Families,2017,Dollars,60732.57377,312
Manhattanville,All Households,2017,Dollars,60015.47707,109
East Flatbush,All Households,2017,Dollars,59177.26539,317
Crown Heights South,Families with Children,2017,Dollars,59172.46876,309
Central Harlem,All Households,2017,Dollars,58829.50946,110
Bushwick,Families without Children,2017,Dollars,58546.50809,304
East New York,Families,2017,Dollars,58432.58806,305
Pelham Parkway,All Households,2017,Dollars,57581.18562,211
Pelham Parkway,Families with Children,2017,Dollars,57201.05243,211
Coney Island,Families with Children,2017,Dollars,56771.75374,313
East Flatbush,Families with Children,2017,Dollars,56326.86599,317
Bushwick,Families,2017,Dollars,56027.07641,304
East Harlem,Families without Children,2017,Dollars,55372.33594,111
Coney Island,Families,2017,Dollars,55353.14941,313
Borough Park,All Households,2017,Dollars,54398.61937,312
Unionport/Soundview,Families,2017,Dollars,54360.2463,209
Bedford Park,Families without Children,2017,Dollars,53923.75266,207
Coney Island,Families without Children,2017,Dollars,53343.36002,313
East Harlem,Families,2017,Dollars,52735.38674,111
Elmhurst/Corona,Families with Children,2017,Dollars,52574.69952,404
Bedford Stuyvesant,Families with Children,2017,Dollars,52490.75843,303
Bronx,Families,2017,Dollars,52318.07963,36005
Concourse/Highbridge,Families without Children,2017,Dollars,51936.74727,204
Morrisania,Families without Children,2017,Dollars,50899.4753,203
East Tremont,Families without Children,2017,Dollars,50899.4753,206
Borough Park,Families with Children,2017,Dollars,50695.61839,312
Bushwick,Families with Children,2017,Dollars,50283.10791,304
University Heights,Families without Children,2017,Dollars,49990.51327,205
Brownsville,Families without Children,2017,Dollars,49436.50212,316
East New York,Families with Children,2017,Dollars,49205.06456,305
Unionport/Soundview,All Households,2017,Dollars,47972.32977,209
Lower East Side,All Households,2017,Dollars,47467.48411,103
Lower East Side,Families without Children,2017,Dollars,47309.19521,103
Central Harlem,Families with Children,2017,Dollars,47298.40278,110
Brownsville,Families,2017,Dollars,46972.2317,316
Unionport/Soundview,Families with Children,2017,Dollars,46258.73249,209
Bedford Park,Families,2017,Dollars,45275.42265,207
Lower East Side,Families,2017,Dollars,45209.46894,103
Brownsville,Families with Children,2017,Dollars,44895.28945,316
Bronx,All Households,2017,Dollars,44844.9248,36005
East New York,All Households,2017,Dollars,44112.23904,305
East Harlem,All Households,2017,Dollars,44093.05251,111
Mott Haven,Families without Children,2017,Dollars,43914.37792,201
Hunts Point,Families without Children,2017,Dollars,43914.37792,202
Coney Island,All Households,2017,Dollars,43311.20127,313
Concourse/Highbridge,Families,2017,Dollars,42908.28407,204
Lower East Side,Families with Children,2017,Dollars,42696.03303,103
Bronx,Families with Children,2017,Dollars,42413.03166,36005
Bedford Park,All Households,2017,Dollars,42396.24344,207
University Heights,Families,2017,Dollars,40655.06552,205
Manhattanville,Families with Children,2017,Dollars,39373.16525,109
East Harlem,Families with Children,2017,Dollars,39335.99134,111
Morrisania,Families,2017,Dollars,39087.76556,203
East Tremont,Families,2017,Dollars,39087.76556,206
Bedford Park,Families with Children,2017,Dollars,37497.68159,207
Concourse/Highbridge,All Households,2017,Dollars,37053.993,204
University Heights,All Households,2017,Dollars,36173.81077,205
University Heights,Families with Children,2017,Dollars,34378.67072,205
Concourse/Highbridge,Families with Children,2017,Dollars,33365.38191,204
Mott Haven,Families,2017,Dollars,31781.29373,201
Hunts Point,Families,2017,Dollars,31781.29373,202
Morrisania,All Households,2017,Dollars,31144.54065,203
East Tremont,All Households,2017,Dollars,31144.54065,206
Morrisania,Families with Children,2017,Dollars,30975.45932,203
East Tremont,Families with Children,2017,Dollars,30975.45932,206
Mott Haven,Families with Children,2017,Dollars,27695.76124,201
Hunts Point,Families with Children,2017,Dollars,27695.76124,202
Mott Haven,All Households,2017,Dollars,25141.55396,201
Hunts Point,All Households,2017,Dollars,25141.55396,202
Brownsville,All Households,2017,Dollars,24287.75321,316
Upper West Side,Families with Children,2016,Dollars,283669.76618,107
Battery Park/Tribeca,Families with Children,2016,Dollars,277195.93932,101
Greenwich Village,Families with Children,2016,Dollars,277195.93932,102
Upper East Side,Families with Children,2016,Dollars,276706.88724,108
Battery Park/Tribeca,Families,2016,Dollars,275925.62655,101
Greenwich Village,Families,2016,Dollars,275925.62655,102
Battery Park/Tribeca,Families without Children,2016,Dollars,270812.58709,101
Greenwich Village,Families without Children,2016,Dollars,270812.58709,102
Murray Hill/Stuyvesant,Families with Children,2016,Dollars,265264.2913,106
Upper East Side,Families,2016,Dollars,247191.37182,108
Upper East Side,Families without Children,2016,Dollars,242339.97523,108
Murray Hill/Stuyvesant,Families,2016,Dollars,231564.93536,106
Murray Hill/Stuyvesant,Families without Children,2016,Dollars,229386.20837,106
Upper West Side,Families,2016,Dollars,226108.33683,107
Chelsea/Clinton,Families without Children,2016,Dollars,209141.89768,104
Midtown Business District,Families without Children,2016,Dollars,209141.89768,105
Chelsea/Clinton,Families,2016,Dollars,208952.39,104
Midtown Business District,Families,2016,Dollars,208952.39,105
Park Slope,Families with Children,2016,Dollars,205239.26212,306
Chelsea/Clinton,Families with Children,2016,Dollars,201501.68163,104
Midtown Business District,Families with Children,2016,Dollars,201501.68163,105
Upper West Side,Families without Children,2016,Dollars,190418.53895,107
Park Slope,Families,2016,Dollars,174520.67858,306
Battery Park/Tribeca,All Households,2016,Dollars,167757.08838,101
Greenwich Village,All Households,2016,Dollars,167757.08838,102
Park Slope,Families without Children,2016,Dollars,148851.55775,306
Upper East Side,All Households,2016,Dollars,143012.27596,108
Rego Park/Forest Hills,Families with Children,2016,Dollars,140029.05829,406
Fort Greene/Brooklyn Hts,Families with Children,2016,Dollars,139262.46916,302
Upper West Side,All Households,2016,Dollars,136042.06124,107
Manhattan,Families with Children,2016,Dollars,135358.61097,36061
Murray Hill/Stuyvesant,All Households,2016,Dollars,134979.59561,106
South Beach,Families with Children,2016,Dollars,134506.43773,502
Tottenville,Families with Children,2016,Dollars,131876.56019,503
Fort Greene/Brooklyn Hts,Families,2016,Dollars,129760.18733,302
Park Slope,All Households,2016,Dollars,126998.26572,306
Tottenville,Families,2016,Dollars,124438.07811,503
Chelsea/Clinton,All Households,2016,Dollars,124158.0958,104
Midtown Business District,All Households,2016,Dollars,124158.0958,105
South Beach,Families,2016,Dollars,123885.44927,502
Bayside,Families with Children,2016,Dollars,123549.22597,411
Tottenville,Families without Children,2016,Dollars,121850.99263,503
Manhattan,Families,2016,Dollars,121278.8017,36061
South Beach,Families without Children,2016,Dollars,121117.41452,502
Fort Greene/Brooklyn Hts,Families without Children,2016,Dollars,118235.67516,302
Manhattan,Families without Children,2016,Dollars,116454.30297,36061
Queens Village,Families without Children,2016,Dollars,115267.12905,413
Staten Island,Families with Children,2016,Dollars,115069.06297,36085
Staten Island,Families,2016,Dollars,113818.31228,36085
Staten Island,Families without Children,2016,Dollars,112519.87901,36085
Queens Village,Families,2016,Dollars,112170.20679,413
Bayside,Families,2016,Dollars,111996.5933,411
Rego Park/Forest Hills,Families,2016,Dollars,110934.12766,406
Tottenville,All Households,2016,Dollars,110074.61864,503
Bay Ridge,Families without Children,2016,Dollars,108285.91068,310
Fort Greene/Brooklyn Hts,All Households,2016,Dollars,106352.93235,302
Bayside,Families without Children,2016,Dollars,104857.65562,411
