Location,Race/Ethnicity,TimeFrame,DataFormat,Data,Fips
Riverdale,Asian and Pacific Islander,2021,Number,4428,208
Williamsbridge,Asian and Pacific Islander,2021,Number,3102,212
Throgs Neck,Asian and Pacific Islander,2021,Number,5257,210
Pelham Parkway,Asian and Pacific Islander,2021,Number,10623,211
Morrisania,Asian and Pacific Islander,2021,Number,742.18827,203
East Tremont,Asian and Pacific Islander,2021,Number,774.81173,206
Bedford Park,Asian and Pacific Islander,2021,Number,7772,207
University Heights,Asian and Pacific Islander,2021,Number,2182,205
Concourse/Highbridge,Asian and Pacific Islander,2021,Number,1805,204
Unionport/Soundview,Asian and Pacific Islander,2021,Number,16797,209
Mott Haven,Asian and Pacific Islander,2021,Number,562.69417,201
Hunts Point,Asian and Pacific Islander,2021,Number,321.30583,202
Washington Heights,Asian and Pacific Islander,2021,Number,6646,112
Manhattanville,Asian and Pacific Islander,2021,Number,12036,109
Central Harlem,Asian and Pacific Islander,2021,Number,5104,110
East Harlem,Asian and Pacific Islander,2021,Number,10341,111
Upper East Side,Asian and Pacific Islander,2021,Number,23037,108
Upper West Side,Asian and Pacific Islander,2021,Number,19321,107
Chelsea/Clinton,Asian and Pacific Islander,2021,Number,17589.59763,104
Midtown Business District,Asian and Pacific Islander,2021,Number,8803.40237,105
Murray Hill/Stuyvesant,Asian and Pacific Islander,2021,Number,23135,106
Lower East Side,Asian and Pacific Islander,2021,Number,46279,103
Battery Park/Tribeca,Asian and Pacific Islander,2021,Number,10371.1142,101
Greenwich Village,Asian and Pacific Islander,2021,Number,15309.8858,102
Tottenville,Asian and Pacific Islander,2021,Number,9111,503
South Beach,Asian and Pacific Islander,2021,Number,24526,502
St. George,Asian and Pacific Islander,2021,Number,17464,501
Williamsburg/Greenpoint,Asian and Pacific Islander,2021,Number,10916,301
Bushwick,Asian and Pacific Islander,2021,Number,7133,304
Bedford Stuyvesant,Asian and Pacific Islander,2021,Number,5011,303
Fort Greene/Brooklyn Hts,Asian and Pacific Islander,2021,Number,15555,302
Park Slope,Asian and Pacific Islander,2021,Number,9964,306
Crown Heights North,Asian and Pacific Islander,2021,Number,5330,308
Brownsville,Asian and Pacific Islander,2021,Number,1652,316
East New York,Asian and Pacific Islander,2021,Number,8868,305
Canarsie,Asian and Pacific Islander,2021,Number,11215,318
East Flatbush,Asian and Pacific Islander,2021,Number,2227,317
Crown Heights South,Asian and Pacific Islander,2021,Number,2388,309
Sunset Park,Asian and Pacific Islander,2021,Number,45424,307
Bay Ridge,Asian and Pacific Islander,2021,Number,31137,310
Borough Park,Asian and Pacific Islander,2021,Number,22695,312
Flatbush/Midwood,Asian and Pacific Islander,2021,Number,18300,314
Sheepshead Bay,Asian and Pacific Islander,2021,Number,28302,315
Bensonhurst,Asian and Pacific Islander,2021,Number,77714,311
Coney Island,Asian and Pacific Islander,2021,Number,15991,313
Astoria,Asian and Pacific Islander,2021,Number,23570,401
Jackson Heights,Asian and Pacific Islander,2021,Number,31721,403
Flushing,Asian and Pacific Islander,2021,Number,134455,407
Bayside,Asian and Pacific Islander,2021,Number,55727,411
Queens Village,Asian and Pacific Islander,2021,Number,37942,413
Fresh Meadows/Briarwood,Asian and Pacific Islander,2021,Number,53826,408
Elmhurst/Corona,Asian and Pacific Islander,2021,Number,49115,404
Rego Park/Forest Hills,Asian and Pacific Islander,2021,Number,36846,406
Sunnyside/Woodside,Asian and Pacific Islander,2021,Number,53699,402
Ridgewood/Glendale,Asian and Pacific Islander,2021,Number,17356,405
Woodhaven,Asian and Pacific Islander,2021,Number,39369,409
Jamaica/St. Albans,Asian and Pacific Islander,2021,Number,36887,412
Howard Beach,Asian and Pacific Islander,2021,Number,37351,410
The Rockaways,Asian and Pacific Islander,2021,Number,5346,414
Bronx,Asian and Pacific Islander,2021,Number,54367,36005
Brooklyn,Asian and Pacific Islander,2021,Number,319822,36047
Manhattan,Asian and Pacific Islander,2021,Number,197973,36061
Queens,Asian and Pacific Islander,2021,Number,613178,36081
Staten Island,Asian and Pacific Islander,2021,Number,51101,36085
New York City,Asian and Pacific Islander,2021,Number,1236441,3651000
Riverdale,Black,2021,Number,13569,208
Williamsbridge,Black,2021,Number,93344,212
Throgs Neck,Black,2021,Number,34357,210
Pelham Parkway,Black,2021,Number,28338,211
Morrisania,Black,2021,Number,28802.48238,203
East Tremont,Black,2021,Number,30068.51762,206
Bedford Park,Black,2021,Number,17217,207
University Heights,Black,2021,Number,36378,205
Concourse/Highbridge,Black,2021,Number,44905,204
Unionport/Soundview,Black,2021,Number,49681,209
Mott Haven,Black,2021,Number,26367.05948,201
Hunts Point,Black,2021,Number,15055.94052,202
Washington Heights,Black,2021,Number,15671,112
Manhattanville,Black,2021,Number,28666,109
Central Harlem,Black,2021,Number,73007,110
East Harlem,Black,2021,Number,36736,111
Upper East Side,Black,2021,Number,6014,108
Upper West Side,Black,2021,Number,9735,107
Chelsea/Clinton,Black,2021,Number,5682.81359,104
Midtown Business District,Black,2021,Number,2844.18642,105
Murray Hill/Stuyvesant,Black,2021,Number,6638,106
Lower East Side,Black,2021,Number,13188,103
Battery Park/Tribeca,Black,2021,Number,1777.72068,101
Greenwich Village,Black,2021,Number,2624.27932,102
Tottenville,Black,2021,Number,1290,503
South Beach,Black,2021,Number,6085,502
St. George,Black,2021,Number,37474,501
Williamsburg/Greenpoint,Black,2021,Number,7137,301
Bushwick,Black,2021,Number,21914,304
Bedford Stuyvesant,Black,2021,Number,72531,303
Fort Greene/Brooklyn Hts,Black,2021,Number,31820,302
Park Slope,Black,2021,Number,9052,306
Crown Heights North,Black,2021,Number,72881,308
Brownsville,Black,2021,Number,83409,316
East New York,Black,2021,Number,86971,305
Canarsie,Black,2021,Number,126425,318
East Flatbush,Black,2021,Number,114661,317
Crown Heights South,Black,2021,Number,66122,309
Sunset Park,Black,2021,Number,4677,307
Bay Ridge,Black,2021,Number,3746,310
Borough Park,Black,2021,Number,3996,312
Flatbush/Midwood,Black,2021,Number,49581,314
Sheepshead Bay,Black,2021,Number,6900,315
Bensonhurst,Black,2021,Number,2299,311
Coney Island,Black,2021,Number,12459,313
Astoria,Black,2021,Number,9817,401
Jackson Heights,Black,2021,Number,9472,403
Flushing,Black,2021,Number,4354,407
Bayside,Black,2021,Number,2961,411
Queens Village,Black,2021,Number,113882,413
Fresh Meadows/Briarwood,Black,2021,Number,22517,408
Elmhurst/Corona,Black,2021,Number,7062,404
Rego Park/Forest Hills,Black,2021,Number,3970,406
Sunnyside/Woodside,Black,2021,Number,2422,402
Ridgewood/Glendale,Black,2021,Number,2695,405
Woodhaven,Black,2021,Number,10106,409
Jamaica/St. Albans,Black,2021,Number,147074,412
Howard Beach,Black,2021,Number,19216,410
The Rockaways,Black,2021,Number,46747,414
Bronx,Black,2021,Number,418083,36005
Brooklyn,Black,2021,Number,776581,36047
Manhattan,Black,2021,Number,202584,36061
Queens,Black,2021,Number,402236,36081
Staten Island,Black,2021,Number,44849,36085
New York City,Black,2021,Number,1844333,3651000
Riverdale,Hispanic or Latino,2021,Number,56020,208
Williamsbridge,Hispanic or Latino,2021,Number,41994,212
Throgs Neck,Hispanic or Latino,2021,Number,51154,210
Pelham Parkway,Hispanic or Latino,2021,Number,60451,211
Morrisania,Hispanic or Latino,2021,Number,50620.46919,203
East Tremont,Hispanic or Latino,2021,Number,52845.53081,206
Bedford Park,Hispanic or Latino,2021,Number,101203,207
University Heights,Hispanic or Latino,2021,Number,98041,205
Concourse/Highbridge,Hispanic or Latino,2021,Number,93654,204
Unionport/Soundview,Hispanic or Latino,2021,Number,108249,209
Mott Haven,Hispanic or Latino,2021,Number,70126.71567,201
Hunts Point,Hispanic or Latino,2021,Number,40043.28433,202
Washington Heights,Hispanic or Latino,2021,Number,150605,112
Manhattanville,Hispanic or Latino,2021,Number,50902,109
Central Harlem,Hispanic or Latino,2021,Number,32094,110
East Harlem,Hispanic or Latino,2021,Number,54335,111
Upper East Side,Hispanic or Latino,2021,Number,19580,108
Upper West Side,Hispanic or Latino,2021,Number,28763,107
Chelsea/Clinton,Hispanic or Latino,2021,Number,18206.72972,104
Midtown Business District,Hispanic or Latino,2021,Number,9112.27028,105
Murray Hill/Stuyvesant,Hispanic or Latino,2021,Number,13837,106
Lower East Side,Hispanic or Latino,2021,Number,37801,103
Battery Park/Tribeca,Hispanic or Latino,2021,Number,5177.68215,101
Greenwich Village,Hispanic or Latino,2021,Number,7643.31785,102
Tottenville,Hispanic or Latino,2021,Number,19239,503
South Beach,Hispanic or Latino,2021,Number,20594,502
St. George,Hispanic or Latino,2021,Number,51124,501
Williamsburg/Greenpoint,Hispanic or Latino,2021,Number,38688,301
Bushwick,Hispanic or Latino,2021,Number,70231,304
Bedford Stuyvesant,Hispanic or Latino,2021,Number,28771,303
Fort Greene/Brooklyn Hts,Hispanic or Latino,2021,Number,21383,302
Park Slope,Hispanic or Latino,2021,Number,19217,306
Crown Heights North,Hispanic or Latino,2021,Number,17693,308
Brownsville,Hispanic or Latino,2021,Number,28157,316
East New York,Hispanic or Latino,2021,Number,65471,305
Canarsie,Hispanic or Latino,2021,Number,17752,318
East Flatbush,Hispanic or Latino,2021,Number,9289,317
Crown Heights South,Hispanic or Latino,2021,Number,10859,309
Sunset Park,Hispanic or Latino,2021,Number,53619,307
Bay Ridge,Hispanic or Latino,2021,Number,22588,310
Borough Park,Hispanic or Latino,2021,Number,16936,312
Flatbush/Midwood,Hispanic or Latino,2021,Number,23294,314
Sheepshead Bay,Hispanic or Latino,2021,Number,14333,315
Bensonhurst,Hispanic or Latino,2021,Number,31444,311
Coney Island,Hispanic or Latino,2021,Number,19802,313
Astoria,Hispanic or Latino,2021,Number,42860,401
Jackson Heights,Hispanic or Latino,2021,Number,111048,403
Flushing,Hispanic or Latino,2021,Number,45209,407
Bayside,Hispanic or Latino,2021,Number,17567,411
Queens Village,Hispanic or Latino,2021,Number,28608,413
Fresh Meadows/Briarwood,Hispanic or Latino,2021,Number,32951,408
Elmhurst/Corona,Hispanic or Latino,2021,Number,80564,404
Rego Park/Forest Hills,Hispanic or Latino,2021,Number,19758,406
Sunnyside/Woodside,Hispanic or Latino,2021,Number,43365,402
Ridgewood/Glendale,Hispanic or Latino,2021,Number,73640,405
Woodhaven,Hispanic or Latino,2021,Number,63115,409
Jamaica/St. Albans,Hispanic or Latino,2021,Number,40826,412
Howard Beach,Hispanic or Latino,2021,Number,36936,410
The Rockaways,Hispanic or Latino,2021,Number,31652,414
Bronx,Hispanic or Latino,2021,Number,824402,36005
Brooklyn,Hispanic or Latino,2021,Number,509527,36047
Manhattan,Hispanic or Latino,2021,Number,428057,36061
Queens,Hispanic or Latino,2021,Number,668079,36081
Staten Island,Hispanic or Latino,2021,Number,90957,36085
New York City,Hispanic or Latino,2021,Number,2521022,3651000
Riverdale,White,2021,Number,34957,208
Williamsbridge,White,2021,Number,9619,212
Throgs Neck,White,2021,Number,31358,210
Pelham Parkway,White,2021,Number,25881,211
Morrisania,White,2021,Number,3098.40364,203
East Tremont,White,2021,Number,3234.59636,206
Bedford Park,White,2021,Number,7293,207
University Heights,White,2021,Number,2338,205
Concourse/Highbridge,White,2021,Number,4376,204
Unionport/Soundview,White,2021,Number,5011,209
Mott Haven,White,2021,Number,2982.15179,201
Hunts Point,White,2021,Number,1702.84821,202
Washington Heights,White,2021,Number,42149,112
Manhattanville,White,2021,Number,37450,109
Central Harlem,White,2021,Number,21959,110
East Harlem,White,2021,Number,17292,111
Upper East Side,White,2021,Number,162111,108
Upper West Side,White,2021,Number,136736,107
Chelsea/Clinton,White,2021,Number,63070.10044,104
Midtown Business District,White,2021,Number,31565.89956,105
Murray Hill/Stuyvesant,White,2021,Number,102925,106
Lower East Side,White,2021,Number,55381,103
Battery Park/Tribeca,White,2021,Number,44114.69188,101
Greenwich Village,White,2021,Number,65122.30812,102
Tottenville,White,2021,Number,137305,503
South Beach,White,2021,Number,88804,502
St. George,White,2021,Number,68029,501
Williamsburg/Greenpoint,White,2021,Number,108385,301
Bushwick,White,2021,Number,30311,304
Bedford Stuyvesant,White,2021,Number,48580,303
Fort Greene/Brooklyn Hts,White,2021,Number,72674,302
Park Slope,White,2021,Number,78266,306
Crown Heights North,White,2021,Number,38598,308
Brownsville,White,2021,Number,4790,316
East New York,White,2021,Number,6989,305
Canarsie,White,2021,Number,44235,318
East Flatbush,White,2021,Number,4816,317
Crown Heights South,White,2021,Number,27236,309
Sunset Park,White,2021,Number,36082,307
Bay Ridge,White,2021,Number,68608,310
Borough Park,White,2021,Number,113915,312
Flatbush/Midwood,White,2021,Number,66612,314
Sheepshead Bay,White,2021,Number,102816,315
Bensonhurst,White,2021,Number,77895,311
Coney Island,White,2021,Number,65526,313
Astoria,White,2021,Number,82606,401
Jackson Heights,White,2021,Number,18924,403
Flushing,White,2021,Number,64048,407
Bayside,White,2021,Number,46680,411
Queens Village,White,2021,Number,20100,413
Fresh Meadows/Briarwood,White,2021,Number,49324,408
Elmhurst/Corona,White,2021,Number,9243,404
Rego Park/Forest Hills,White,2021,Number,56113,406
Sunnyside/Woodside,White,2021,Number,40045,402
Ridgewood/Glendale,White,2021,Number,92803,405
Woodhaven,White,2021,Number,26665,409
Jamaica/St. Albans,White,2021,Number,5676,412
Howard Beach,White,2021,Number,28940,410
The Rockaways,White,2021,Number,47185,414
Bronx,White,2021,Number,131851,36005
Brooklyn,White,2021,Number,996334,36047
Manhattan,White,2021,Number,779876,36061
Queens,White,2021,Number,588147,36081
Staten Island,White,2021,Number,294138,36085
New York City,White,2021,Number,2790346,3651000
Riverdale,Combination or Another Race,2021,Number,3500,208
Williamsbridge,Combination or Another Race,2021,Number,7200,212
Throgs Neck,Combination or Another Race,2021,Number,3663,210
Pelham Parkway,Combination or Another Race,2021,Number,4061,211
Morrisania,Combination or Another Race,2021,Number,1678.11851,203
East Tremont,Combination or Another Race,2021,Number,1751.88149,206
Bedford Park,Combination or Another Race,2021,Number,2731,207
University Heights,Combination or Another Race,2021,Number,3535,205
Concourse/Highbridge,Combination or Another Race,2021,Number,3051,204
Unionport/Soundview,Combination or Another Race,2021,Number,6483,209
Mott Haven,Combination or Another Race,2021,Number,1212.59321,201
Hunts Point,Combination or Another Race,2021,Number,692.4068,202
Washington Heights,Combination or Another Race,2021,Number,5676,112
Manhattanville,Combination or Another Race,2021,Number,5114,109
Central Harlem,Combination or Another Race,2021,Number,5416,110
East Harlem,Combination or Another Race,2021,Number,3885,111
Upper East Side,Combination or Another Race,2021,Number,6537,108
Upper West Side,Combination or Another Race,2021,Number,8711,107
Chelsea/Clinton,Combination or Another Race,2021,Number,4525.19107,104
Midtown Business District,Combination or Another Race,2021,Number,2264.80893,105
Murray Hill/Stuyvesant,Combination or Another Race,2021,Number,6084,106
Lower East Side,Combination or Another Race,2021,Number,5905,103
Battery Park/Tribeca,Combination or Another Race,2021,Number,2632.65813,101
Greenwich Village,Combination or Another Race,2021,Number,3886.34187,102
Tottenville,Combination or Another Race,2021,Number,3165,503
South Beach,Combination or Another Race,2021,Number,3545,502
St. George,Combination or Another Race,2021,Number,5439,501
Williamsburg/Greenpoint,Combination or Another Race,2021,Number,7313,301
Bushwick,Combination or Another Race,2021,Number,4909,304
Bedford Stuyvesant,Combination or Another Race,2021,Number,6329,303
Fort Greene/Brooklyn Hts,Combination or Another Race,2021,Number,8969,302
Park Slope,Combination or Another Race,2021,Number,6882,306
Crown Heights North,Combination or Another Race,2021,Number,7250,308
Brownsville,Combination or Another Race,2021,Number,4420,316
East New York,Combination or Another Race,2021,Number,5944,305
Canarsie,Combination or Another Race,2021,Number,8952,318
East Flatbush,Combination or Another Race,2021,Number,7232,317
Crown Heights South,Combination or Another Race,2021,Number,4466,309
Sunset Park,Combination or Another Race,2021,Number,4156,307
Bay Ridge,Combination or Another Race,2021,Number,3276,310
Borough Park,Combination or Another Race,2021,Number,4841,312
Flatbush/Midwood,Combination or Another Race,2021,Number,6733,314
Sheepshead Bay,Combination or Another Race,2021,Number,5780,315
Bensonhurst,Combination or Another Race,2021,Number,7464,311
Coney Island,Combination or Another Race,2021,Number,5180,313
Astoria,Combination or Another Race,2021,Number,7492,401
Jackson Heights,Combination or Another Race,2021,Number,3813,403
Flushing,Combination or Another Race,2021,Number,5038,407
Bayside,Combination or Another Race,2021,Number,3338,411
Queens Village,Combination or Another Race,2021,Number,13441,413
Fresh Meadows/Briarwood,Combination or Another Race,2021,Number,8708,408
Elmhurst/Corona,Combination or Another Race,2021,Number,3227,404
Rego Park/Forest Hills,Combination or Another Race,2021,Number,6099,406
Sunnyside/Woodside,Combination or Another Race,2021,Number,4650,402
Ridgewood/Glendale,Combination or Another Race,2021,Number,4421,405
Woodhaven,Combination or Another Race,2021,Number,12624,409
Jamaica/St. Albans,Combination or Another Race,2021,Number,22753,412
Howard Beach,Combination or Another Race,2021,Number,20937,410
The Rockaways,Combination or Another Race,2021,Number,4989,414
Bronx,Combination or Another Race,2021,Number,39559,36005
Brooklyn,Combination or Another Race,2021,Number,110096,36047
Manhattan,Combination or Another Race,2021,Number,60637,36061
Queens,Combination or Another Race,2021,Number,121464,36081
Staten Island,Combination or Another Race,2021,Number,12149,36085
New York City,Combination or Another Race,2021,Number,343905,3651000
Riverdale,Native American,2021,Number,195,208
Williamsbridge,Native American,2021,Number,484,212
Throgs Neck,Native American,2021,Number,67,210
Pelham Parkway,Native American,2021,Number,190,211
Morrisania,Native American,2021,Number,117.41937,203
East Tremont,Native American,2021,Number,122.58063,206
Bedford Park,Native American,2021,Number,638,207
University Heights,Native American,2021,Number,218,205
Concourse/Highbridge,Native American,2021,Number,293,204
Unionport/Soundview,Native American,2021,Number,653,209
Mott Haven,Native American,2021,Number,173.13667,201
Hunts Point,Native American,2021,Number,98.86333,202
Washington Heights,Native American,2021,Number,411,112
Manhattanville,Native American,2021,Number,319,109
Central Harlem,Native American,2021,Number,124,110
East Harlem,Native American,2021,Number,78,111
Upper East Side,Native American,2021,Number,133,108
Upper West Side,Native American,2021,Number,9,107
Chelsea/Clinton,Native American,2021,Number,88.63776,104
Midtown Business District,Native American,2021,Number,44.36224,105
Murray Hill/Stuyvesant,Native American,2021,Number,30,106
Lower East Side,Native American,2021,Number,504,103
Battery Park/Tribeca,Native American,2021,Number,23.0191,101
Greenwich Village,Native American,2021,Number,33.9809,102
Tottenville,Native American,2021,Number,201,503
South Beach,Native American,2021,Number,280,502
St. George,Native American,2021,Number,191,501
Williamsburg/Greenpoint,Native American,2021,Number,91,301
Bushwick,Native American,2021,Number,189,304
Bedford Stuyvesant,Native American,2021,Number,128,303
Fort Greene/Brooklyn Hts,Native American,2021,Number,324,302
Park Slope,Native American,2021,Number,104,306
Crown Heights North,Native American,2021,Number,157,308
Brownsville,Native American,2021,Number,190,316
East New York,Native American,2021,Number,95,305
Canarsie,Native American,2021,Number,341,318
East Flatbush,Native American,2021,Number,288,317
Crown Heights South,Native American,2021,Number,17,309
Sunset Park,Native American,2021,Number,238,307
Bay Ridge,Native American,2021,Number,188,310
Borough Park,Native American,2021,Number,67,312
Flatbush/Midwood,Native American,2021,Number,8,314
Sheepshead Bay,Native American,2021,Number,156,315
Bensonhurst,Native American,2021,Number,624,311
Coney Island,Native American,2021,Number,163,313
Astoria,Native American,2021,Number,357,401
Jackson Heights,Native American,2021,Number,116,403
Flushing,Native American,2021,Number,593,407
Bayside,Native American,2021,Number,472,411
Queens Village,Native American,2021,Number,792,413
Fresh Meadows/Briarwood,Native American,2021,Number,331,408
Elmhurst/Corona,Native American,2021,Number,393,404
Rego Park/Forest Hills,Native American,2021,Number,8,406
Sunnyside/Woodside,Native American,2021,Number,76,402
Ridgewood/Glendale,Native American,2021,Number,105,405
Woodhaven,Native American,2021,Number,615,409
Jamaica/St. Albans,Native American,2021,Number,1622,412
Howard Beach,Native American,2021,Number,903,410
The Rockaways,Native American,2021,Number,39,414
Bronx,Native American,2021,Number,3250,36005
Brooklyn,Native American,2021,Number,3368,36047
Manhattan,Native American,2021,Number,1798,36061
Queens,Native American,2021,Number,6422,36081
Staten Island,Native American,2021,Number,672,36085
New York City,Native American,2021,Number,15510,3651000
Riverdale,Asian and Pacific Islander,2021,Percent,0.03937,208
Williamsbridge,Asian and Pacific Islander,2021,Percent,0.01998,212
Throgs Neck,Asian and Pacific Islander,2021,Percent,0.04179,210
Pelham Parkway,Asian and Pacific Islander,2021,Percent,0.08212,211
Morrisania,Asian and Pacific Islander,2021,Percent,0.00874,203
East Tremont,Asian and Pacific Islander,2021,Percent,0.00874,206
Bedford Park,Asian and Pacific Islander,2021,Percent,0.05706,207
University Heights,Asian and Pacific Islander,2021,Percent,0.01532,205
Concourse/Highbridge,Asian and Pacific Islander,2021,Percent,0.01221,204
Unionport/Soundview,Asian and Pacific Islander,2021,Percent,0.0902,209
Mott Haven,Asian and Pacific Islander,2021,Percent,0.00556,201
Hunts Point,Asian and Pacific Islander,2021,Percent,0.00556,202
Washington Heights,Asian and Pacific Islander,2021,Percent,0.03011,112
Manhattanville,Asian and Pacific Islander,2021,Percent,0.08971,109
Central Harlem,Asian and Pacific Islander,2021,Percent,0.0371,110
East Harlem,Asian and Pacific Islander,2021,Percent,0.08436,111
Upper East Side,Asian and Pacific Islander,2021,Percent,0.10602,108
Upper West Side,Asian and Pacific Islander,2021,Percent,0.09505,107
Chelsea/Clinton,Asian and Pacific Islander,2021,Percent,0.16126,104
Midtown Business District,Asian and Pacific Islander,2021,Percent,0.16126,105
Murray Hill/Stuyvesant,Asian and Pacific Islander,2021,Percent,0.15159,106
Lower East Side,Asian and Pacific Islander,2021,Percent,0.29188,103
Battery Park/Tribeca,Asian and Pacific Islander,2021,Percent,0.16186,101
Greenwich Village,Asian and Pacific Islander,2021,Percent,0.16186,102
Tottenville,Asian and Pacific Islander,2021,Percent,0.05356,503
South Beach,Asian and Pacific Islander,2021,Percent,0.17085,502
St. George,Asian and Pacific Islander,2021,Percent,0.09728,501
Williamsburg/Greenpoint,Asian and Pacific Islander,2021,Percent,0.0633,301
Bushwick,Asian and Pacific Islander,2021,Percent,0.05303,304
Bedford Stuyvesant,Asian and Pacific Islander,2021,Percent,0.03108,303
Fort Greene/Brooklyn Hts,Asian and Pacific Islander,2021,Percent,0.10342,302
Park Slope,Asian and Pacific Islander,2021,Percent,0.08076,306
Crown Heights North,Asian and Pacific Islander,2021,Percent,0.0376,308
Brownsville,Asian and Pacific Islander,2021,Percent,0.01349,316
East New York,Asian and Pacific Islander,2021,Percent,0.05089,305
Canarsie,Asian and Pacific Islander,2021,Percent,0.05377,318
East Flatbush,Asian and Pacific Islander,2021,Percent,0.01611,317
Crown Heights South,Asian and Pacific Islander,2021,Percent,0.0215,309
Sunset Park,Asian and Pacific Islander,2021,Percent,0.31554,307
Bay Ridge,Asian and Pacific Islander,2021,Percent,0.24071,310
Borough Park,Asian and Pacific Islander,2021,Percent,0.13976,312
Flatbush/Midwood,Asian and Pacific Islander,2021,Percent,0.11123,314
Sheepshead Bay,Asian and Pacific Islander,2021,Percent,0.17898,315
Bensonhurst,Asian and Pacific Islander,2021,Percent,0.39486,311
Coney Island,Asian and Pacific Islander,2021,Percent,0.13443,313
Astoria,Asian and Pacific Islander,2021,Percent,0.14169,401
Jackson Heights,Asian and Pacific Islander,2021,Percent,0.18129,403
Flushing,Asian and Pacific Islander,2021,Percent,0.53122,407
Bayside,Asian and Pacific Islander,2021,Percent,0.44132,411
Queens Village,Asian and Pacific Islander,2021,Percent,0.17732,413
Fresh Meadows/Briarwood,Asian and Pacific Islander,2021,Percent,0.32168,408
Elmhurst/Corona,Asian and Pacific Islander,2021,Percent,0.32916,404
Rego Park/Forest Hills,Asian and Pacific Islander,2021,Percent,0.30008,406
Sunnyside/Woodside,Asian and Pacific Islander,2021,Percent,0.37244,402
Ridgewood/Glendale,Asian and Pacific Islander,2021,Percent,0.09091,405
Woodhaven,Asian and Pacific Islander,2021,Percent,0.25921,409
Jamaica/St. Albans,Asian and Pacific Islander,2021,Percent,0.14567,412
Howard Beach,Asian and Pacific Islander,2021,Percent,0.2605,410
The Rockaways,Asian and Pacific Islander,2021,Percent,0.03933,414
Bronx,Asian and Pacific Islander,2021,Percent,0.03703,36005
Brooklyn,Asian and Pacific Islander,2021,Percent,0.11791,36047
Manhattan,Asian and Pacific Islander,2021,Percent,0.11861,36061
Queens,Asian and Pacific Islander,2021,Percent,0.25623,36081
Staten Island,Asian and Pacific Islander,2021,Percent,0.10361,36085
New York City,Asian and Pacific Islander,2021,Percent,0.14153,3651000
Riverdale,Black,2021,Percent,0.12064,208
Williamsbridge,Black,2021,Percent,0.60121,212
Throgs Neck,Black,2021,Percent,0.27313,210
Pelham Parkway,Black,2021,Percent,0.21907,211
Morrisania,Black,2021,Percent,0.33909,203
East Tremont,Black,2021,Percent,0.33909,206
Bedford Park,Black,2021,Percent,0.12639,207
University Heights,Black,2021,Percent,0.25533,205
Concourse/Highbridge,Black,2021,Percent,0.30384,204
Unionport/Soundview,Black,2021,Percent,0.26679,209
Mott Haven,Black,2021,Percent,0.26041,201
Hunts Point,Black,2021,Percent,0.26041,202
Washington Heights,Black,2021,Percent,0.07099,112
Manhattanville,Black,2021,Percent,0.21366,109
Central Harlem,Black,2021,Percent,0.53065,110
East Harlem,Black,2021,Percent,0.29967,111
Upper East Side,Black,2021,Percent,0.02768,108
Upper West Side,Black,2021,Percent,0.04789,107
Chelsea/Clinton,Black,2021,Percent,0.0521,104
Midtown Business District,Black,2021,Percent,0.0521,105
Murray Hill/Stuyvesant,Black,2021,Percent,0.04349,106
Lower East Side,Black,2021,Percent,0.08318,103
Battery Park/Tribeca,Black,2021,Percent,0.02774,101
Greenwich Village,Black,2021,Percent,0.02774,102
Tottenville,Black,2021,Percent,0.00758,503
South Beach,Black,2021,Percent,0.04239,502
St. George,Black,2021,Percent,0.20873,501
Williamsburg/Greenpoint,Black,2021,Percent,0.04139,301
Bushwick,Black,2021,Percent,0.16293,304
Bedford Stuyvesant,Black,2021,Percent,0.44988,303
Fort Greene/Brooklyn Hts,Black,2021,Percent,0.21157,302
Park Slope,Black,2021,Percent,0.07337,306
Crown Heights North,Black,2021,Percent,0.51414,308
Brownsville,Black,2021,Percent,0.68129,316
East New York,Black,2021,Percent,0.49914,305
Canarsie,Black,2021,Percent,0.60613,318
East Flatbush,Black,2021,Percent,0.82952,317
Crown Heights South,Black,2021,Percent,0.59531,309
Sunset Park,Black,2021,Percent,0.03249,307
Bay Ridge,Black,2021,Percent,0.02896,310
Borough Park,Black,2021,Percent,0.02461,312
Flatbush/Midwood,Black,2021,Percent,0.30137,314
Sheepshead Bay,Black,2021,Percent,0.04363,315
Bensonhurst,Black,2021,Percent,0.01168,311
Coney Island,Black,2021,Percent,0.10473,313
Astoria,Black,2021,Percent,0.05902,401
Jackson Heights,Black,2021,Percent,0.05413,403
Flushing,Black,2021,Percent,0.0172,407
Bayside,Black,2021,Percent,0.02345,411
Queens Village,Black,2021,Percent,0.53223,413
Fresh Meadows/Briarwood,Black,2021,Percent,0.13457,408
Elmhurst/Corona,Black,2021,Percent,0.04733,404
Rego Park/Forest Hills,Black,2021,Percent,0.03233,406
Sunnyside/Woodside,Black,2021,Percent,0.0168,402
Ridgewood/Glendale,Black,2021,Percent,0.01412,405
Woodhaven,Black,2021,Percent,0.06654,409
Jamaica/St. Albans,Black,2021,Percent,0.58082,412
Howard Beach,Black,2021,Percent,0.13402,410
The Rockaways,Black,2021,Percent,0.34393,414
Bronx,Black,2021,Percent,0.28475,36005
Brooklyn,Black,2021,Percent,0.28631,36047
Manhattan,Black,2021,Percent,0.12137,36061
Queens,Black,2021,Percent,0.16808,36081
Staten Island,Black,2021,Percent,0.09094,36085
New York City,Black,2021,Percent,0.21112,3651000
Riverdale,Hispanic or Latino,2021,Percent,0.49807,208
